"","kingdom","phylum","class","order","family","genus","species"
"439","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Acidomelania","unidentified"
"440","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum xylopini"
"442","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Triscelophorus","unidentified"
"443","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla septimanifiniscientiae"
"444","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium sphaerosporum"
"446","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Heydenia","unidentified"
"450","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula grata"
"452","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Byssocorticium","unidentified"
"455","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","unidentified","unidentified"
"456","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","unidentified"
"457","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","unidentified"
"458","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa polyspora"
"466","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula pseudoimpolita"
"467","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala tremulae"
"469","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Trichophaea","Trichophaea woolhopeia"
"470","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","unidentified"
"471","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","unidentified","unidentified"
"472","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","Phialocephala helenae"
"475","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula vinosopurpurea"
"478","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella galzinii"
"482","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","Clavulinopsis umbrinella"
"483","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria tortilis"
"485","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified"
"486","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber sphaerospermum"
"488","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora biseptata"
"493","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella reniformis"
"495","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus festucosus"
"496","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","unidentified","unidentified"
"498","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium equiseti"
"500","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","unidentified","unidentified","unidentified"
"506","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","unidentified"
"507","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria","Trematosphaeria hydrela"
"508","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Clavulina coralloides"
"513","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","unidentified"
"515","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","unidentified","unidentified"
"517","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Geoglossum","unidentified"
"518","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","unidentified","unidentified"
"520","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","unidentified"
"521","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Clavulina cinerea"
"530","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola fuscoatra"
"535","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Octaviania","Octaviania vacekii"
"538","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum lignicola"
"541","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella stuposa"
"542","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora stellulata"
"543","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","Capronia rubiginosa"
"544","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius desertorum"
"548","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita crocea"
"549","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Lindgomyces","unidentified"
"553","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","Dactylonectria macrodidyma"
"554","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","unidentified","unidentified"
"556","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Glutinoglossum","Glutinoglossum pseudoglutinosum"
"557","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","Pachyphlodes oleifera"
"558","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium nepalense"
"559","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius albidocinereus"
"563","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea bufonia"
"565","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","unidentified"
"566","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula melliolens"
"567","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Microscypha","unidentified"
"568","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus ostreatus"
"569","Fungi","Ascomycota","Dothideomycetes","unidentified","unidentified","unidentified","unidentified"
"570","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Lapidomyces","Lapidomyces stipagrostidicola"
"572","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Paragalactinia","Paragalactinia infossa"
"575","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomonodictydaceae","unidentified","unidentified"
"576","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified"
"579","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe cincinnata"
"585","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum"
"586","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Extremopsis","Extremopsis radicicola"
"591","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum campestre"
"592","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella diversispora"
"594","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Gelasinospora","unidentified"
"596","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","unidentified"
"597","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella pilosa"
"601","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon evadens"
"604","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","unidentified","unidentified","unidentified"
"607","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","unidentified","unidentified"
"608","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Tumularia","unidentified"
"609","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","unidentified","unidentified"
"610","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula pseudoamoenicolor"
"613","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","Pseudeurotium ovale"
"623","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis angularis"
"624","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema sclerotigenum"
"626","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella badia"
"628","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","unidentified","unidentified"
"635","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula virescens"
"636","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia amoeboidea"
"639","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Tricellula","unidentified"
"640","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unidentified"
"641","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","unidentified"
"647","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","Laccaria laccata"
"649","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","unidentified"
"650","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","unidentified"
"652","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella","unidentified"
"653","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia tetramera"
"658","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","unidentified"
"659","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","unidentified","unidentified"
"660","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","unidentified"
"661","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","unidentified"
"662","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita torrendii"
"670","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","unidentified","unidentified"
"671","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium neocosmosporiellum"
"677","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Pezizellaster","unidentified"
"679","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula pallidospora"
"681","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Stromatinia","unidentified"
"685","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pulvinulaceae","unidentified","unidentified"
"686","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium hostae"
"689","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus roseus"
"693","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia","unidentified"
"697","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma meridionale"
"699","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus berryessae"
"701","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Eleutherascus","Eleutherascus lectardii"
"707","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unidentified"
"709","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","unidentified"
"712","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","unidentified"
"714","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Cordana","Cordana terrestris"
"721","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Dissophora","Dissophora globulifera"
"722","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","unidentified"
"723","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium","unidentified"
"724","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Podospora intestinacea"
"725","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","unidentified","unidentified"
"728","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Keithomyces","Keithomyces carneus"
"729","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula insignis"
"730","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula parazurea"
"731","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"732","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","unidentified","unidentified"
"733","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified"
"735","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Davidiellomyces","unidentified"
"737","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus tubaeformis"
"739","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium senticosum"
"741","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita calida"
"744","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Scleroconidioma","Scleroconidioma sphagnicola"
"747","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Truncatella","Truncatella angustata"
"748","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Pleuroascus","unidentified"
"757","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Marjia","unidentified"
"760","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","Cladorrhinum flexuosum"
"761","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola repens"
"764","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified"
"767","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe rimosa"
"768","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula anthracina"
"769","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma verrucosum"
"773","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","Thelonectria nodosa"
"777","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius furvoumbrinus"
"778","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Membranomyces","Membranomyces spurius"
"782","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Leccinum","unidentified"
"783","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","unidentified"
"784","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotrema","Lophiotrema rubi"
"789","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora","Cercophora coronata"
"790","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Tricharina","unidentified"
"791","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula seperina"
"796","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta fasciculata"
"797","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Atrocalyx","unidentified"
"798","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe squarrosa"
"803","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","unidentified"
"809","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus","Boletus reticulatus"
"810","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis","Pseudoarthrographis phlogis"
"815","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora lanosa"
"818","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","unidentified"
"820","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","unidentified","unidentified","unidentified"
"823","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified"
"831","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","unidentified","unidentified","unidentified"
"832","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum floriforme"
"844","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara holubovae"
"847","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Ostropales_fam_Incertae_sedis","unidentified","unidentified"
"848","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria vermicularioides"
"850","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","Tetracladium marchalianum"
"856","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","Athelopsis","Athelopsis lembospora"
"857","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe heterosemen"
"859","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula aeruginea"
"860","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena leptocephala"
"865","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","unidentified"
"867","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Petrakia","unidentified"
"868","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces rosae"
"869","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae","Phellodon","Phellodon melaleucus"
"870","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Capnobotryella","unidentified"
"871","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber rufum"
"872","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium","Purpureocillium lilacinum"
"873","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia randhawae"
"877","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified"
"878","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","unidentified","unidentified","unidentified"
"881","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","Apiosordaria longicaudata"
"883","Fungi","Ascomycota","Sordariomycetes","Annulatascales","unidentified","unidentified","unidentified"
"886","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella pseudozygospora"
"891","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"893","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Clavulina","Clavulina rugosa"
"895","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Pseudoophiobolus","Pseudoophiobolus pseudoitalicus"
"896","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon moniliiforme"
"897","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","unidentified","unidentified"
"898","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","unidentified"
"902","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","unidentified"
"903","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum marginatum"
"906","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula parodorata"
"908","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","unidentified"
"912","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma saponaceum"
"916","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon ericaeum"
"919","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon pratense"
"920","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Gymnostellatospora","Gymnostellatospora japonica"
"922","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Efibulobasidium","unidentified"
"925","Fungi","Ascomycota","Dothideomycetes","Capnodiales","unidentified","unidentified","unidentified"
"926","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Galerella","unidentified"
"927","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified"
"930","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","Terfezia pini"
"931","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","unidentified","unidentified"
"934","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius puellaris"
"936","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala","unidentified"
"942","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia macrospinosa"
"950","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Leucoscypha","unidentified"
"953","Fungi","Monoblepharomycota","Hyaloraphidiomycetes","Hyaloraphidiales","unidentified","unidentified","unidentified"
"956","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella fluviae"
"959","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces maculatus"
"965","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neopyrenochaetaceae","Neopyrenochaeta","Neopyrenochaeta inflorescentiae"
"966","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae","Gremmenia","Gremmenia infestans"
"967","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota forquignonii"
"968","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","unidentified","unidentified"
"971","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella similis"
"973","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Cirrenalia","unidentified"
"974","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Phlogicylindriaceae","Phlogicylindrium","unidentified"
"975","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified"
"980","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis leptospora"
"982","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentellopsis","unidentified"
"983","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Hormiactis","unidentified"
"984","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster","Hymenogaster arenarius"
"989","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora","unidentified"
"991","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium aseptatum"
"994","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita groenlandica"
"996","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora poae"
"997","Fungi","Basidiobolomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"999","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma rossicum"
"1000","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Amphosoma","Amphosoma persooniae"
"1006","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia hyalina"
"1008","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","unidentified"
"1009","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella bryophila"
"1011","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma virens"
"1012","Fungi","Ascomycota","Sareomycetes","Sareales","unidentified","unidentified","unidentified"
"1014","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","unidentified","unidentified"
"1021","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unidentified","unidentified"
"1025","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella oligospora"
"1027","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium album"
"1030","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Pezoloma","Pezoloma ericae"
"1033","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","unidentified","unidentified"
"1038","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Catenulomyces","Catenulomyces convolutus"
"1040","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","unidentified","unidentified"
"1043","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora cabanerensis"
"1045","Fungi","Ascomycota","Dothideomycetes","Jahnulales","Aliquandostipitaceae","Jahnula","unidentified"
"1047","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Luteoamylascus","unidentified"
"1048","Fungi","Olpidiomycota","GS18","unidentified","unidentified","unidentified","unidentified"
